OFFICIAL_GENE_SYMBOL	Name	Species
KLHL5	kelch-like 5 (Drosophila)	Homo sapiens
DDIT3	DNA-damage-inducible transcript 3	Homo sapiens
MPPE1	metallophosphoesterase 1	Homo sapiens
RAI14	retinoic acid induced 14	Homo sapiens
RIMS2	regulating synaptic membrane exocytosis 2	Homo sapiens
SLC26A1	solute carrier family 26 (sulfate transporter), member 1	Homo sapiens
ACSS1	acyl-CoA synthetase short-chain family member 1	Homo sapiens
MBOAT1	membrane bound O-acyltransferase domain containing 1	Homo sapiens
CDH10	cadherin 10, type 2 (T2-cadherin)	Homo sapiens
MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	Homo sapiens
CCL17	chemokine (C-C motif) ligand 17	Homo sapiens
GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	Homo sapiens
FLJ32255	hypothetical protein LOC643977	Homo sapiens
SHD	Src homology 2 domain containing transforming protein D	Homo sapiens
DNAJC21	DnaJ (Hsp40) homolog, subfamily C, member 21	Homo sapiens
RPL3	ribosomal protein L3; similar to 60S ribosomal protein L3 (L4)	Homo sapiens
USP30	ubiquitin specific peptidase 30	Homo sapiens
CNIH3	cornichon homolog 3 (Drosophila)	Homo sapiens
LOC284950	hypothetical protein LOC284950	Homo sapiens
TSPYL2	TSPY-like 2	Homo sapiens
SERINC4	serine incorporator 4	Homo sapiens
TSSK6	testis-specific serine kinase 6	Homo sapiens
GPN1	GPN-loop GTPase 1	Homo sapiens
NOP14	NOP14 nucleolar protein homolog (yeast)	Homo sapiens
IQCE	IQ motif containing E	Homo sapiens
VLDLR	very low density lipoprotein receptor	Homo sapiens
PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	Homo sapiens
LCORL	ligand dependent nuclear receptor corepressor-like	Homo sapiens
CBWD1	COBW domain containing 6; COBW domain containing 1	Homo sapiens
CARNS1	ATP-grasp domain containing 1	Homo sapiens
SIK1	salt-inducible kinase 1	Homo sapiens
TRIO	triple functional domain (PTPRF interacting)	Homo sapiens
LEMD1	LEM domain containing 1	Homo sapiens
PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform	Homo sapiens
WRNIP1	Werner helicase interacting protein 1	Homo sapiens
RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	Homo sapiens
SRCIN1	hypothetical LOC100132856; hypothetical LOC100128100; hypothetical LOC100133017; SNAP25-interacting protein	Homo sapiens
GRK4	G protein-coupled receptor kinase 4	Homo sapiens
SH3BP2	SH3-domain binding protein 2	Homo sapiens
DIRAS1	DIRAS family, GTP-binding RAS-like 1	Homo sapiens
ARHGAP26	Rho GTPase activating protein 26	Homo sapiens
SLC22A18	solute carrier family 22, member 18	Homo sapiens
SNAR-C5	small ILF3/NF90-associated RNA C5	Homo sapiens
FAM184B	family with sequence similarity 184, member B	Homo sapiens
KIF13A	kinesin family member 13A	Homo sapiens
TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	Homo sapiens
NCALD	neurocalcin delta	Homo sapiens
APC2	adenomatosis polyposis coli 2	Homo sapiens
CIDEA	cell death-inducing DFFA-like effector a	Homo sapiens
SPAG8	sperm associated antigen 8	Homo sapiens
SPA17	sperm autoantigenic protein 17	Homo sapiens
SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	Homo sapiens
IL1RL1	interleukin 1 receptor-like 1	Homo sapiens
KRT77	keratin 77	Homo sapiens
POTEKP	POTE ankyrin domain family, member K	Homo sapiens
MT1E	metallothionein 1L (gene/pseudogene); metallothionein 1E; metallothionein 1 pseudogene 3; metallothionein 1J (pseudogene)	Homo sapiens
CDK11B	similar to cell division cycle 2-like 1 (PITSLRE proteins); cell division cycle 2-like 1 (PITSLRE proteins); cell division cycle 2-like 2 (PITSLRE proteins)	Homo sapiens
ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Homo sapiens
A1CF	APOBEC1 complementation factor	Homo sapiens
ZBP1	Z-DNA binding protein 1	Homo sapiens
KPNA1	karyopherin alpha 1 (importin alpha 5)	Homo sapiens
ATAD3B	similar to AAA-ATPase  TOB3; ATPase family, AAA domain containing 3B	Homo sapiens
PGLS	6-phosphogluconolactonase	Homo sapiens
BTN1A1	butyrophilin, subfamily 1, member A1	Homo sapiens
LAMC3	laminin, gamma 3	Homo sapiens
CD300LB	CD300 molecule-like family member b	Homo sapiens
GTPBP3	GTP binding protein 3 (mitochondrial)	Homo sapiens
DECR2	2,4-dienoyl CoA reductase 2, peroxisomal	Homo sapiens
DNM1P35	DNM1 pseudogene 35	Homo sapiens
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Homo sapiens
FBXO27	F-box protein 27	Homo sapiens
CRLF3	cytokine receptor-like factor 3	Homo sapiens
ZNF629	zinc finger protein 629	Homo sapiens
CSRNP1	cysteine-serine-rich nuclear protein 1	Homo sapiens
SNAR-A2	small ILF3/NF90-associated RNA A2	Homo sapiens
JARID2	jumonji, AT rich interactive domain 2	Homo sapiens
GPR84	G protein-coupled receptor 84	Homo sapiens
CAMLG	calcium modulating ligand	Homo sapiens
MIR1266	microRNA 1266	Homo sapiens
SLAMF8	SLAM family member 8	Homo sapiens
DST	dystonin	Homo sapiens
DOK2	docking protein 2, 56kDa	Homo sapiens
PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Homo sapiens
SLC6A8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	Homo sapiens
TYMS	thymidylate synthetase	Homo sapiens
GAMT	guanidinoacetate N-methyltransferase	Homo sapiens
KPNA3	karyopherin alpha 3 (importin alpha 4)	Homo sapiens
SORBS3	sorbin and SH3 domain containing 3	Homo sapiens
PAPOLA	poly(A) polymerase alpha	Homo sapiens
RPP40	ribonuclease P/MRP 40kDa subunit	Homo sapiens
NBPF14	neuroblastoma breakpoint family, member 15; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 9; neuroblastoma breakpoint family, member 11; neuroblastoma breakpoint family, member 11-like; neuroblastoma breakpoint family, member 10; neuroblastoma breakpoint family, member 12; neuroblastoma breakpoint family, member 20; neuroblastoma breakpoint family, member 1; KIAA1245; neuroblastoma breakpoint family, member 8	Homo sapiens
TMEM182	transmembrane protein 182	Homo sapiens
SLED1	RTFV9368	Homo sapiens
GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa	Homo sapiens
SORCS2	sortilin-related VPS10 domain containing receptor 2	Homo sapiens
LAP3	leucine aminopeptidase 3	Homo sapiens
PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	Homo sapiens
ZNF555	zinc finger protein 555	Homo sapiens
SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	Homo sapiens
TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	Homo sapiens
MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	Homo sapiens
KIFC1	kinesin family member C1	Homo sapiens
PDZD11	PDZ domain containing 11	Homo sapiens
UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	Homo sapiens
CCDC120	coiled-coil domain containing 120	Homo sapiens
LOC389199	hypothetical LOC389199	Homo sapiens
STIM2	stromal interaction molecule 2	Homo sapiens
UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	Homo sapiens
CRTC2	CREB regulated transcription coactivator 2	Homo sapiens
KCTD11	potassium channel tetramerisation domain containing 11	Homo sapiens
UCN	urocortin	Homo sapiens
CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	Homo sapiens
SEPT5	septin 5	Homo sapiens
LETM2	leucine zipper-EF-hand containing transmembrane protein 2	Homo sapiens
LOC148696	hypothetical LOC148696	Homo sapiens
LMNA	lamin A/C	Homo sapiens
SLC22A23	solute carrier family 22, member 23	Homo sapiens
ZNF286B	zinc finger protein 286B	Homo sapiens
HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	Homo sapiens
BEX4	brain expressed, X-linked 4	Homo sapiens
HTRA3	HtrA serine peptidase 3	Homo sapiens
IGFL2	IGF-like family member 2	Homo sapiens
HSPA12B	heat shock 70kD protein 12B	Homo sapiens
PCDHA2	protocadherin alpha 2	Homo sapiens
SMCR8	Smith-Magenis syndrome chromosome region, candidate 8	Homo sapiens
TCP11L1	t-complex 11 (mouse)-like 1	Homo sapiens
MEI1	meiosis inhibitor 1	Homo sapiens
CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	Homo sapiens
FAM50B	family with sequence similarity 50, member B	Homo sapiens
GDF15	growth differentiation factor 15	Homo sapiens
RP9P	retinitis pigmentosa 9 pseudogene	Homo sapiens
PNKP	polynucleotide kinase 3'-phosphatase	Homo sapiens
PDZD3	PDZ domain containing 3	Homo sapiens
POFUT2	protein O-fucosyltransferase 2	Homo sapiens
CD24	CD24 molecule; CD24 molecule-like 4	Homo sapiens
LOC730202	hypothetical protein LOC730202	Homo sapiens
MIER2	mesoderm induction early response 1, family member 2	Homo sapiens
FAM41C	family with sequence similarity 41, member C	Homo sapiens
NPTX1	neuronal pentraxin I	Homo sapiens
KLK15	kallikrein-related peptidase 15	Homo sapiens
GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	Homo sapiens
TBX1	T-box 1	Homo sapiens
SNORD43	small nucleolar RNA, C/D box 43	Homo sapiens
TMBIM6	transmembrane BAX inhibitor motif containing 6	Homo sapiens
MARCH6	membrane-associated ring finger (C3HC4) 6	Homo sapiens
SNX24	sorting nexin 24	Homo sapiens
NPPB	natriuretic peptide precursor B	Homo sapiens
BARX1	BARX homeobox 1	Homo sapiens
AMDHD1	amidohydrolase domain containing 1	Homo sapiens
HTR3E	5-hydroxytryptamine (serotonin) receptor 3, family member E	Homo sapiens
SLC30A3	solute carrier family 30 (zinc transporter), member 3	Homo sapiens
SSTR3	somatostatin receptor 3	Homo sapiens
IGSF22	immunoglobulin superfamily, member 22	Homo sapiens
SPEN	spen homolog, transcriptional regulator (Drosophila)	Homo sapiens
HOXA10	homeobox A10	Homo sapiens
CDC37	cell division cycle 37 homolog (S. cerevisiae)	Homo sapiens
LGI2	leucine-rich repeat LGI family, member 2	Homo sapiens
EIF3G	eukaryotic translation initiation factor 3, subunit G	Homo sapiens
FLRT1	fibronectin leucine rich transmembrane protein 1	Homo sapiens
SNTG2	syntrophin, gamma 2	Homo sapiens
ALDH5A1	aldehyde dehydrogenase 5 family, member A1	Homo sapiens
TBC1D14	TBC1 domain family, member 14	Homo sapiens
NDUFS5	similar to NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase); NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	Homo sapiens
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	Homo sapiens
PLEKHM3	pleckstrin homology domain containing, family M, member 3	Homo sapiens
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	Homo sapiens
DSCR4	Down syndrome critical region gene 4	Homo sapiens
RPL23AP82	ribosomal protein L23a pseudogene 25; ribosomal protein L23a pseudogene 82	Homo sapiens
CLEC4A	C-type lectin domain family 4, member A	Homo sapiens
PDZD2	PDZ domain containing 2	Homo sapiens
DNAJC30	DnaJ (Hsp40) homolog, subfamily C, member 30	Homo sapiens
SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	Homo sapiens
CREB3	cAMP responsive element binding protein 3	Homo sapiens
PABPN1L	similar to poly(A)binding protein nuclear-like 1	Homo sapiens
ZNF606	zinc finger protein 606	Homo sapiens
SYTL1	synaptotagmin-like 1	Homo sapiens
PGC	progastricsin (pepsinogen C)	Homo sapiens
IFT52	intraflagellar transport 52 homolog (Chlamydomonas)	Homo sapiens
DTNBP1	dystrobrevin binding protein 1	Homo sapiens
HPX	hemopexin	Homo sapiens
PLCXD1	phosphatidylinositol-specific phospholipase C, X domain containing 1	Homo sapiens
COMP	cartilage oligomeric matrix protein	Homo sapiens
ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	Homo sapiens
PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	Homo sapiens
KISS1R	KISS1 receptor	Homo sapiens
SNORD123	small nucleolar RNA, C/D box 123	Homo sapiens
TPM2	tropomyosin 2 (beta)	Homo sapiens
MFSD3	major facilitator superfamily domain containing 3	Homo sapiens
ISM2	isthmin 2 homolog (zebrafish)	Homo sapiens
IRX2	iroquois homeobox 2	Homo sapiens
HCRT	hypocretin (orexin) neuropeptide precursor	Homo sapiens
SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	Homo sapiens
TLR6	toll-like receptor 6	Homo sapiens
ZNF771	zinc finger protein 771	Homo sapiens
WDR36	WD repeat domain 36	Homo sapiens
SIPA1	signal-induced proliferation-associated 1	Homo sapiens
PNMA5	paraneoplastic antigen like 5	Homo sapiens
SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae); signal peptidase complex subunit 2 homolog pseudogene	Homo sapiens
NTRK1	neurotrophic tyrosine kinase, receptor, type 1	Homo sapiens
ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	Homo sapiens
IFITM2	interferon induced transmembrane protein 2 (1-8D)	Homo sapiens
RABL2B	RAB, member of RAS oncogene family-like 2B	Homo sapiens
HOXA13	homeobox A13	Homo sapiens
OST4	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	Homo sapiens
RGP1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	Homo sapiens
ARG1	arginase, liver	Homo sapiens
COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	Homo sapiens
SNORD84	small nucleolar RNA, C/D box 117; small nucleolar RNA, C/D box 84	Homo sapiens
RUSC2	RUN and SH3 domain containing 2	Homo sapiens
FLNC	filamin C, gamma (actin binding protein 280)	Homo sapiens
ARHGEF17	Rho guanine nucleotide exchange factor (GEF) 17	Homo sapiens
TNFSF13	TNFSF12-TNFSF13 readthrough transcript; tumor necrosis factor (ligand) superfamily, member 12; tumor necrosis factor (ligand) superfamily, member 13	Homo sapiens
DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	Homo sapiens
NHLH1	nescient helix loop helix 1	Homo sapiens
UBE2R2	ubiquitin-conjugating enzyme E2R 2	Homo sapiens
KLF3	Kruppel-like factor 3 (basic)	Homo sapiens
ZNF157	zinc finger protein 157	Homo sapiens
MAGIX	MAGI family member, X-linked	Homo sapiens
TMEM222	transmembrane protein 222	Homo sapiens
NOS2P3	nitric oxide synthase 2 pseudogene 3	Homo sapiens
MYL5	myosin, light chain 5, regulatory	Homo sapiens
LOC100131107	UPF0607 protein ENSP00000383783-like	Homo sapiens
SNORA55	small nucleolar RNA, H/ACA box 55	Homo sapiens
MIR1976	microRNA 1976	Homo sapiens
RIN1	Ras and Rab interactor 1	Homo sapiens
FNDC3A	fibronectin type III domain containing 3A	Homo sapiens
RLF	rearranged L-myc fusion	Homo sapiens
MXRA7	matrix-remodelling associated 7	Homo sapiens
HIST1H2BH	histone cluster 1, H2bh	Homo sapiens
ISYNA1	inositol-3-phosphate synthase 1	Homo sapiens
PTPRS	protein tyrosine phosphatase, receptor type, S	Homo sapiens
EXD1	exonuclease 3'-5' domain containing 1	Homo sapiens
SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	Homo sapiens
RXRA	retinoid X receptor, alpha	Homo sapiens
PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	Homo sapiens
TECPR1	tectonin beta-propeller repeat containing 1	Homo sapiens
WDR24	WD repeat domain 24	Homo sapiens
ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	Homo sapiens
RUVBL1	RuvB-like 1 (E. coli)	Homo sapiens
SLC25A22	solute carrier family 25 (mitochondrial carrier: glutamate), member 22	Homo sapiens
IMPDH2	IMP (inosine monophosphate) dehydrogenase 2	Homo sapiens
PNMA1	paraneoplastic antigen MA1	Homo sapiens
EML5	echinoderm microtubule associated protein like 5	Homo sapiens
NTN1	netrin 1	Homo sapiens
MXD4	MAX dimerization protein 4	Homo sapiens
KLHL13	kelch-like 13 (Drosophila)	Homo sapiens
C5orf38	chromosome 5 open reading frame 38	Homo sapiens
PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	Homo sapiens
MTA2	metastasis associated 1 family, member 2	Homo sapiens
DRD4	dopamine receptor D4	Homo sapiens
MMP27	matrix metallopeptidase 27	Homo sapiens
SERINC5	serine incorporator 5	Homo sapiens
ZNF250	zinc finger protein 250	Homo sapiens
GPR153	G protein-coupled receptor 153	Homo sapiens
S100PBP	S100P binding protein	Homo sapiens
SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	Homo sapiens
ZBTB43	zinc finger and BTB domain containing 43	Homo sapiens
TRAPPC4	trafficking protein particle complex 4	Homo sapiens
KCTD15	potassium channel tetramerisation domain containing 15	Homo sapiens
CCDC38	coiled-coil domain containing 38	Homo sapiens
PAQR7	progestin and adipoQ receptor family member VII	Homo sapiens
CPN2	carboxypeptidase N, polypeptide 2	Homo sapiens
ZNF234	zinc finger protein 234	Homo sapiens
PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	Homo sapiens
SNAR-C2	small ILF3/NF90-associated RNA C2	Homo sapiens
ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	Homo sapiens
NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	Homo sapiens
ZG16B	zymogen granule protein 16 homolog B (rat)	Homo sapiens
PAX5	paired box 5	Homo sapiens
LOC100128398	hypothetical protein LOC100128398	Homo sapiens
PSMG2	proteasome (prosome, macropain) assembly chaperone 2	Homo sapiens
INSR	insulin receptor	Homo sapiens
GOLPH3	golgi phosphoprotein 3 (coat-protein)	Homo sapiens
NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	Homo sapiens
ZFR	zinc finger RNA binding protein	Homo sapiens
EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Homo sapiens
HRH1	histamine receptor H1	Homo sapiens
P2RX3	purinergic receptor P2X, ligand-gated ion channel, 3	Homo sapiens
NIN	ninein (GSK3B interacting protein)	Homo sapiens
PPT1	palmitoyl-protein thioesterase 1	Homo sapiens
CPEB2	cytoplasmic polyadenylation element binding protein 2	Homo sapiens
MRPL36	mitochondrial ribosomal protein L36	Homo sapiens
PEAR1	platelet endothelial aggregation receptor 1	Homo sapiens
ISG15	ISG15 ubiquitin-like modifier	Homo sapiens
XPO7	exportin 7	Homo sapiens
EPB41L3	erythrocyte membrane protein band 4.1-like 3	Homo sapiens
TSPAN33	tetraspanin 33	Homo sapiens
RFX2	regulatory factor X, 2 (influences HLA class II expression)	Homo sapiens
PTENP1	phosphatase and tensin homolog; phosphatase and tensin homolog pseudogene 1	Homo sapiens
C11orf49	chromosome 11 open reading frame 49	Homo sapiens
TAPT1	transmembrane anterior posterior transformation 1	Homo sapiens
ACSL1	acyl-CoA synthetase long-chain family member 1	Homo sapiens
CCDC152	coiled-coil domain containing 152	Homo sapiens
PROCR	protein C receptor, endothelial (EPCR)	Homo sapiens
KRTAP5-2	keratin associated protein 5-2	Homo sapiens
ZBTB45	zinc finger and BTB domain containing 45	Homo sapiens
RANBP9	RAN binding protein 9	Homo sapiens
ZNF16	zinc finger protein 16	Homo sapiens
CDH18	cadherin 18, type 2	Homo sapiens
FANCG	Fanconi anemia, complementation group G	Homo sapiens
ZNF451	zinc finger protein 451	Homo sapiens
BNC2	basonuclin 2	Homo sapiens
C17orf77	chromosome 17 open reading frame 77	Homo sapiens
TMEM170B	transmembrane protein 170B	Homo sapiens
MARCH11	membrane-associated ring finger (C3HC4) 11	Homo sapiens
MC5R	melanocortin 5 receptor	Homo sapiens
SYTL3	synaptotagmin-like 3	Homo sapiens
PLCL2	phospholipase C-like 2	Homo sapiens
RAD23A	RAD23 homolog A (S. cerevisiae)	Homo sapiens
NDRG4	NDRG family member 4	Homo sapiens
N4BP2	NEDD4 binding protein 2	Homo sapiens
LAMA5	laminin, alpha 5	Homo sapiens
CUEDC1	CUE domain containing 1	Homo sapiens
BCAN	brevican	Homo sapiens
PKP3	plakophilin 3	Homo sapiens
ABCC6P1	ATP-binding cassette, sub-family C, member 6 pseudogene 1	Homo sapiens
SNORA68	small nucleolar RNA, H/ACA box 68	Homo sapiens
DCTN1	dynactin 1 (p150, glued homolog, Drosophila)	Homo sapiens
ANO8	anoctamin 8	Homo sapiens
ADD1	adducin 1 (alpha)	Homo sapiens
RPS25	ribosomal protein S25 pseudogene 8; ribosomal protein S25	Homo sapiens
CLEC4E	C-type lectin domain family 4, member E	Homo sapiens
